id,pagina_carta,categoria_carta,bodega,nombre_completo_visible,precio_texto_original,precio,moneda,estado_lectura,notas_validacion
VIN-249,5,Famiglia Bianchi,Famiglia Bianchi,Bianchi IV Generación Gran Malbec,$45.300,45300,ARS,OK,Precio con salto de línea (ej $11.50 + 0) unificado
VIN-250,5,Famiglia Bianchi,Famiglia Bianchi,Bianchi IV Generación Gran Corte,$45.300,45300,ARS,OK,Precio con salto de línea (ej $11.50 + 0) unificado
VIN-251,5,Famiglia Bianchi,Famiglia Bianchi,María Carmen Chardonnay,$89.800,89800,ARS,OK,Precio con salto de línea (ej $11.50 + 0) unificado
VIN-252,5,Famiglia Bianchi,Famiglia Bianchi,Enzo Gran Malbec,$119.700,119700,ARS,OK,Precio con salto de línea (ej $11.50 + 0) unificado
VIN-253,5,Famiglia Bianchi,Famiglia Bianchi,Enzo Gran Corte,$119.700,119700,ARS,OK,Precio con salto de línea (ej $11.50 + 0) unificado
VIN-254,5,Familia Zuccardi,Familia Zuccardi,Santa Julia Natural El Zorrito Naranjo,$16.000,16000,ARS,OK,Precio con salto de línea unificado
VIN-255,5,Familia Zuccardi,Familia Zuccardi,Santa Julia Natural La Vaquita Clarete Natural,$16.000,16000,ARS,OK,Precio con salto de línea unificado
VIN-256,5,Familia Zuccardi,Familia Zuccardi,Zuccardi Malamado Malbec,$18.300,18300,ARS,OK,Precio con salto de línea unificado
VIN-257,5,Familia Zuccardi,Familia Zuccardi,Santa Julia Natural La Mantis Pet Nat,$16.600,16600,ARS,OK,Precio con salto de línea unificado
VIN-258,5,Familia Zuccardi,Familia Zuccardi,Zuccardi POLIGONOS ALBARIÑO SAN PABLO,$29.500,29500,ARS,OK,Precio con salto de línea unificado
VIN-259,5,Familia Zuccardi,Familia Zuccardi,Zuccardi POLIGONOS CABERNET FRANC GUALTALLARY,$29.500,29500,ARS,OK,Precio con salto de línea unificado
VIN-260,5,Familia Zuccardi,Familia Zuccardi,Zuccardi Concreto Malbec,$38.100,38100,ARS,OK,Precio con salto de línea unificado
VIN-261,5,Familia Zuccardi,Familia Zuccardi,Zuccardi Emma Bonarda,$40.200,40200,ARS,OK,Precio con salto de línea unificado
VIN-262,5,Familia Zuccardi,Familia Zuccardi,Zuccardi Malamado Vintage Malbec,$53.500,53500,ARS,OK,Precio con salto de línea unificado
VIN-263,5,Familia Zuccardi,Familia Zuccardi,Zuccardi Tito Zuccardi Blend,$40.200,40200,ARS,OK,Precio con salto de línea unificado
VIN-264,5,Familia Zuccardi,Familia Zuccardi,José Zuccardi,$60.500,60500,ARS,OK,Precio con salto de línea unificado
VIN-265,5,Familia Zuccardi,Familia Zuccardi,Zuccardi ALUVIONAL ALTAMIRA,$99.500,99500,ARS,OK,Precio con salto de línea unificado
VIN-266,5,Familia Zuccardi,Familia Zuccardi,Zuccardi ALUVIONAL GUALTALLARY,$99.500,99500,ARS,OK,Precio con salto de línea unificado
VIN-267,5,Familia Zuccardi,Familia Zuccardi,Zuccardi ALUVIONAL CHACAYES,$99.500,99500,ARS,OK,Precio con salto de línea unificado
VIN-268,5,Familia Zuccardi,Familia Zuccardi,Zuccardi Botanico CHARDONNAY,$99.500,99500,ARS,OK,Precio con salto de línea unificado
VIN-269,5,Familia Zuccardi,Familia Zuccardi,Zuccardi FOSIL CHARDONNAY,$99.500,99500,ARS,OK,Precio con salto de línea unificado
VIN-270,5,Finca la Escarcha,Finca la Escarcha,Encubierto Blend de Tintas,$15.900,15900,ARS,OK,Precio con salto de línea unificado
VIN-271,5,Finca la Escarcha,Finca la Escarcha,Entrelineas Viognier,$26.500,26500,ARS,OK,Precio con salto de línea unificado
VIN-272,5,Finca la Escarcha,Finca la Escarcha,Verso Perverso Blend,$48.800,48800,ARS,OK,Precio con salto de línea unificado
VIN-273,5,Finca las Moras,Finca las Moras,Las Moras Los Intocables Cabernet Sauvignon,$14.000,14000,ARS,OK,
VIN-274,5,Finca las Moras,Finca las Moras,Paz de las Moras CS-CF,$15.500,15500,ARS,OK,
VIN-275,5,Finca las Moras,Finca las Moras,Las Moras Demencial Pinot Noir,$21.100,21100,ARS,OK,
VIN-276,5,Finca las Moras,Finca las Moras,Finca Las Moras Gran Syrah,$47.000,47000,ARS,OK,
VIN-277,5,Finca las Moras,Finca las Moras,Mora Negra Malbec Bonarda,$62.800,62800,ARS,OK,
VIN-278,5,Finca Flichman,Finca Flichman,Flichman Dedicado Tupungato Chardonnay,$38.800,38800,ARS,OK,
VIN-279,5,Finca Flichman,Finca Flichman,Flichman Dedicado Gran Malbec,$62.500,62500,ARS,OK,
VIN-280,5,Finca Flichman,Finca Flichman,Flichman Dedicado Gran Corte,$62.500,62500,ARS,OK,
VIN-281,5,Finca Suarez,Finca Suarez,Finca Suarez Cabernet Sauvignon,$18.700,18700,ARS,OK,
VIN-282,5,Finca Suarez,Finca Suarez,Finca Suarez Semillón,$27.500,27500,ARS,OK,
VIN-283,5,Finca Suarez,Finca Suarez,Finca Suarez Malbec de Parcela,$35.000,35000,ARS,OK,
VIN-284,5,Foster Lorca,Foster Lorca,Foster Lorca Poético Cabernet Franc,$12.100,12100,ARS,OK,
VIN-285,5,Foster Lorca,Foster Lorca,Foster Lorca Reserva Bonarda,$12.100,12100,ARS,OK,
VIN-286,5,Foster Lorca,Foster Lorca,Foster Lorca Inspirado Cabernet franc,$55.600,55600,ARS,OK,
VIN-287,5,Foster Lorca,Foster Lorca,Foster Lorca Inspirado Cabernet Cabernet,$55.600,55600,ARS,OK,
VIN-288,5,Fuego Blanco,Fuego Blanco,Fuego Blanco Sauvignon Blanc,$13.800,13800,ARS,OK,
VIN-289,5,Fuego Blanco,Fuego Blanco,Fuego Blanco Gewurztraminer,$13.800,13800,ARS,OK,
VIN-290,5,Fuego Blanco,Fuego Blanco,Fuego Blanco Flinstone Malbec,$17.400,17400,ARS,OK,
VIN-291,5,Fuego Blanco,Fuego Blanco,Fuego Blanco Flinstone Cabernet Franc,$17.400,17400,ARS,OK,
VIN-292,6,Gen del Alma,Gen del Alma,Otra Piel Blend,$21.500,21500,ARS,OK,
VIN-293,6,Gen del Alma,Gen del Alma,Otra Piel Chardonnay,$21.500,21500,ARS,OK,
VIN-294,6,Gen del Alma,Gen del Alma,Seminare Malbec,$31.500,31500,ARS,OK,
VIN-295,6,Gimenez Riili,Gimenez Riili,Buenos Hermanos Torrontés,$12.700,12700,ARS,OK,
VIN-296,6,Gimenez Riili,Gimenez Riili,Buenos Hermanos Malbec,$12.700,12700,ARS,OK,
VIN-297,6,Gimenez Riili,Gimenez Riili,Buenos Hermanos Bonarda Valiente,$12.700,12700,ARS,OK,
VIN-298,6,Gimenez Riili,Gimenez Riili,Buenos Hermanos Cabernet Franc,$12.700,12700,ARS,OK,
VIN-299,6,Gimenez Riili,Gimenez Riili,Buenos Hermanos Blend,$12.700,12700,ARS,OK,
VIN-300,6,Gimenez Riili,Gimenez Riili,Gran Familia Malbec,$39.500,39500,ARS,OK,Últimos 3 con salto de línea $39.50 + 0
VIN-301,6,Gimenez Riili,Gimenez Riili,Gran Familia Syrah,$39.500,39500,ARS,OK,Últimos 3 con salto de línea $39.50 + 0
VIN-302,6,Gimenez Riili,Gimenez Riili,Joyas de Familia Corte,$39.500,39500,ARS,OK,Últimos 3 con salto de línea $39.50 + 0
VIN-303,6,Huentala Wines,Huentala Wines,Huentala La Isabel Cofermentado,$43.900,43900,ARS,OK,Precio con salto de línea unificado
VIN-304,6,Huentala Wines,Huentala Wines,Huentala Block 03 Malbec,$63.900,63900,ARS,OK,Precio con salto de línea unificado
VIN-305,6,Humberto Canale,Humberto Canale,Old Vineyard Semillón,$16.000,16000,ARS,OK,Precio con salto de línea unificado
VIN-306,6,Humberto Canale,Humberto Canale,Old Vineyard Malbec,$23.000,23000,ARS,OK,Precio con salto de línea unificado
VIN-307,6,Humberto Canale,Humberto Canale,Gran Reserva Merlot,$32.000,32000,ARS,OK,Precio con salto de línea unificado
VIN-308,6,Humberto Canale,Humberto Canale,Gran Reserva Malbec,$32.000,32000,ARS,OK,Precio con salto de línea unificado
VIN-309,6,Humberto Canale,Humberto Canale,Gran Reserva Cabernet Franc,$32.000,32000,ARS,OK,Precio con salto de línea unificado
VIN-310,6,Humberto Canale,Humberto Canale,Gran Reserva Pinot Noir,$40.000,40000,ARS,OK,Precio con salto de línea unificado
VIN-311,6,Lamadrid,Lamadrid,Gran Rva Malbec,$27.700,27700,ARS,OK,Precio con salto de línea unificado
VIN-312,6,Lamadrid,Lamadrid,Gran Rva Cabernet Franc,$27.700,27700,ARS,OK,Precio con salto de línea unificado
VIN-313,6,Lamadrid,Lamadrid,Gran Rva Cabernet Sauvignon,$27.700,27700,ARS,OK,Precio con salto de línea unificado
VIN-314,6,Lamadrid,Lamadrid,Matilde Malbec,$57.420,57420,ARS,OK,Precio con salto de línea unificado
VIN-315,6,La imaginacion al poder,La imaginacion al poder,La Imaginacion al Poder Naranjo Mecanico,$25.000,25000,ARS,OK,
VIN-316,6,La imaginacion al poder,La imaginacion al poder,La Imaginacion al Poder Power Merlot,$22.500,22500,ARS,OK,
VIN-317,6,La imaginacion al poder,La imaginacion al poder,La Imaginacion al Poder Power Malbec,$22.500,22500,ARS,OK,
VIN-318,6,La imaginacion al poder,La imaginacion al poder,La imaginación al Poder Flower Merlot,$22.500,22500,ARS,OK,
VIN-319,6,La imaginacion al poder,La imaginacion al poder,La Imaginacion al Poder Bonarda en Barrica,$25.000,25000,ARS,OK,
VIN-320,6,La imaginacion al poder,La imaginacion al poder,La Imaginacion al Poder Chardo con Polvora,$35.000,35000,ARS,OK,
VIN-321,6,La imaginacion al poder,La imaginacion al poder,La Imaginacion al Poder Orange de Noir,$35.000,35000,ARS,OK,
VIN-322,6,Kaiken,Kaiken,Ultra Pinot Noir,$19.500,19500,ARS,OK,
VIN-323,6,Kaiken,Kaiken,Ultra Malbec,$19.500,19500,ARS,OK,
VIN-324,6,Kaiken,Kaiken,Ultra Merlot,$19.500,19500,ARS,OK,
VIN-325,6,Kaiken,Kaiken,Nude Premiu m Rosé,$24.800,24800,ARS,OK,Nude Premiu m Rosé con espacio por salto de línea
VIN-326,6,Kaiken,Kaiken,Obertura Cabernet Franc,$39.500,39500,ARS,OK,
VIN-327,6,Kaiken,Kaiken,Luxury Blend 20 Aniversario,$67.000,67000,ARS,OK,
VIN-328,6,Kaiken,Kaiken,MAI Malbec Estuche Individual,$85.000,85000,ARS,OK,
VIN-329,6,La Posta,La Posta,La Posta Rosé de Malbec,$13.500,13500,ARS,OK,
VIN-330,6,La Posta,La Posta,La Posta Armando Bonarda,$15.600,15600,ARS,OK,
VIN-331,6,La Posta,La Posta,La Posta Glorieta Pinot Noir,$15.600,15600,ARS,OK,
VIN-332,6,La Posta,La Posta,La Posta Pizzella Malbec,$15.600,15600,ARS,OK,
VIN-333,6,Lagarde,Lagarde,Lagarde Goes Pink Rosé,$16.800,16800,ARS,OK,
VIN-334,6,Lagarde,Lagarde,Lagarde Guarda DOC Malbec,$32.400,32400,ARS,OK,
VIN-335,6,Lagarde,Lagarde,Lagarde Proyecto Hermanas Pinot Noir,$46.800,46800,ARS,OK,
VIN-336,6,Lagarde,Lagarde,Lagarde Primeras Viñas Cabernet Sauvignon Luján de Cuyo,$97.500,97500,ARS,OK,
VIN-337,6,Lagarde,Lagarde,Lagarde Primeras Viñas Gualtallary Malbec,$97.500,97500,ARS,OK,
VIN-338,6,Lagarde,Lagarde,Lagarde Henry Guarda N°1 Blend,$285.000,285000,ARS,OK,Precio $285.00 + 0 unificado
VIN-339,7,Las Perdices,Las Perdices,Las Perdices Late Harvest Viognier Tardio,$10.000,10000,ARS,OK,
VIN-340,7,Las Perdices,Las Perdices,Las Perdices Extra Brut,$10.000,10000,ARS,OK,
VIN-341,7,Las Perdices,Las Perdices,La perdiz en el arbol Sidra de manzanas,$13.000,13000,ARS,OK,
VIN-342,7,Las Perdices,Las Perdices,Las Perdices Brut Nature,$11.000,11000,ARS,OK,
VIN-343,7,Las Perdices,Las Perdices,Las Perdices Ala Colorada Ancellota,$13.000,13000,ARS,OK,
VIN-344,7,Las Perdices,Las Perdices,Las Perdices Ala Colorada Tannat,$13.000,13000,ARS,OK,
VIN-345,7,Las Perdices,Las Perdices,Las Perdices Albarino,$13.000,13000,ARS,OK,
VIN-346,7,Las Perdices,Las Perdices,Las Perdices Exploración Classique Rosé de Malbec,$13.000,13000,ARS,OK,
VIN-347,7,Las Perdices,Las Perdices,Las Perdices Riesling,$13.000,13000,ARS,OK,
VIN-348,7,Las Perdices,Las Perdices,Las Perdices Exploración Casablanca Sauvignon Blanc,$15.500,15500,ARS,OK,
VIN-349,7,Las Perdices,Las Perdices,Las Perdices Ice Wine,$20.000,20000,ARS,OK,
VIN-350,7,Las Perdices,Las Perdices,Las Perdices Gewurztraminer,$20.000,20000,ARS,OK,
VIN-351,7,Las Perdices,Las Perdices,Las Perdices Tinamú Blend,$40.000,40000,ARS,OK,
VIN-352,7,Las Perdices,Las Perdices,Las Perdices Alae Malbec,$65.000,65000,ARS,OK,
VIN-353,7,Laureano Gomez,Laureano Gomez,Laureano Gomez Red Blend Rva,$15.400,15400,ARS,OK,
VIN-354,7,Laureano Gomez,Laureano Gomez,Laureano Gomez Merlot Rva,$16.500,16500,ARS,OK,
VIN-355,7,Laureano Gomez,Laureano Gomez,Laureano Gomez Pinot Noir Rva,$16.500,16500,ARS,OK,
VIN-356,7,Laureano Gomez,Laureano Gomez,Laureano Gomez Gran Rva Merlot,$49.500,49500,ARS,OK,
VIN-357,7,Laureano Gomez,Laureano Gomez,Laureano Gomez Gran Rva Pinot Noir,$49.500,49500,ARS,OK,
VIN-358,7,Lopez,Lopez,Federico López Jerez,$10.400,10400,ARS,OK,
VIN-359,7,Lopez,Lopez,Montchenot 10 años Tinto,$42.600,42600,ARS,OK,
VIN-360,7,Lorenzo de agrelo,Lorenzo de agrelo,Lorenzo de Agrelo Martir Chardonnay,$30.500,30500,ARS,OK,
VIN-361,7,Lorenzo de agrelo,Lorenzo de agrelo,Lorenzo de Agrelo Martir Malbec,$30.500,30500,ARS,OK,
VIN-362,7,Lorenzo de agrelo,Lorenzo de agrelo,Lorenzo de Agrelo Fede Malbec,$130.000,130000,ARS,OK,
VIN-363,7,Losance,Losance,Losance Chardonnay,$14.000,14000,ARS,OK,"Precio en imagen como $14.000,00 con salto de línea ,00 / $14.000, 00"
VIN-364,7,Losance,Losance,Losance Semillón,$14.000,14000,ARS,OK,"Precio en imagen como $14.000,00 con salto de línea ,00 / $14.000, 00"
VIN-365,7,Losance,Losance,Losance Chenin,$14.000,14000,ARS,OK,"Precio en imagen como $14.000,00 con salto de línea ,00 / $14.000, 00"
VIN-366,7,Losance,Losance,Losance Riesling,$14.000,14000,ARS,OK,"Precio en imagen como $14.000,00 con salto de línea ,00 / $14.000, 00"
VIN-367,7,Losance,Losance,Losance Extra Brut Charmat,$15.000,15000,ARS,OK,"Precio en imagen como $14.000,00 con salto de línea ,00 / $14.000, 00"
VIN-368,7,Losance,Losance,Losance Brut Charmat,$15.000,15000,ARS,OK,"Precio en imagen como $14.000,00 con salto de línea ,00 / $14.000, 00"
VIN-369,7,Losance,Losance,Losance Ragazzina Malbec Rose,$19.000,19000,ARS,OK,"Precio en imagen como $14.000,00 con salto de línea ,00 / $14.000, 00"
VIN-370,7,Losance,Losance,Losance Ragazzina Pinot Noir Rose,$20.000,20000,ARS,OK,"Precio en imagen como $14.000,00 con salto de línea ,00 / $14.000, 00"
VIN-371,7,Losance,Losance,Losance Piu Pinot Noir,$20.000,20000,ARS,OK,"Precio en imagen como $14.000,00 con salto de línea ,00 / $14.000, 00"
VIN-372,7,Losance,Losance,Losance LoSance Malbec,$22.000,22000,ARS,OK,"Precio en imagen como $14.000,00 con salto de línea ,00 / $14.000, 00"
VIN-373,7,Losance,Losance,Losance LoSance Blend,$22.000,22000,ARS,OK,"Precio en imagen como $14.000,00 con salto de línea ,00 / $14.000, 00"
VIN-374,7,Losance,Losance,Losance Nature Champenoise,$25.000,25000,ARS,OK,"Precio en imagen como $14.000,00 con salto de línea ,00 / $14.000, 00"
VIN-375,7,Losance,Losance,Losance Extra Brut Champenoise,$25.000,25000,ARS,OK,"Precio en imagen como $14.000,00 con salto de línea ,00 / $14.000, 00"
VIN-376,7,Luigi Bosca,Luigi Bosca,Luigi Bosca Extra Brut,$26.000,26000,ARS,OK,
VIN-377,7,Luigi Bosca,Luigi Bosca,Luigi Bosca Pinot Noir,$26.800,26800,ARS,OK,
VIN-378,7,Luigi Bosca,Luigi Bosca,Luigi Bosca Brut Nature,$29.000,29000,ARS,OK,
VIN-379,7,Luigi Bosca,Luigi Bosca,Luigi Bosca Rose is a Rose,$27.600,27600,ARS,OK,
VIN-380,7,Luigi Bosca,Luigi Bosca,Luigi Bosca de Sangre Malbec Valle de Uco,$31.800,31800,ARS,OK,
VIN-381,7,Luigi Bosca,Luigi Bosca,Luigi Bosca de Sangre White Blend,$31.800,31800,ARS,OK,
VIN-382,7,Luigi Bosca,Luigi Bosca,Luigi Bosca Las Compuertas Riesling,$42.000,42000,ARS,OK,
VIN-383,7,Luigi Bosca,Luigi Bosca,Luigi Bosca Gewurztraminer,$39.600,39600,ARS,OK,
VIN-384,7,Luigi Bosca,Luigi Bosca,Luigi Bosca Paraiso Blend,$140.000,140000,ARS,OK,
VIN-385,7,Luca Wines,Luca Wines,Luca G-Lot Chardonnay,$29.000,29000,ARS,OK,
VIN-386,7,Luca Wines,Luca Wines,Luca Pinot Noir,$29.000,29000,ARS,OK,
VIN-387,7,Luca Wines,Luca Wines,Luca Laborde Syrah,$29.000,29000,ARS,OK,
VIN-388,7,Luca Wines,Luca Wines,Luca Old Vine Malbec,$34.500,34500,ARS,OK,
VIN-389,7,Luca Wines,Luca Wines,Luca Beso de Dante Blend,$49.000,49000,ARS,OK,
VIN-390,7,Luca Wines,Luca Wines,Luca Old Vine Malbec MAGNUM,$60.000,60000,ARS,OK,
VIN-391,7,Luca Wines,Luca Wines,Luca Historia de Familia Malbec MAGNUM,$73.500,73500,ARS,OK,
VIN-392,7,Luca Wines,Luca Wines,Nico by Luca Malbec,$109.000,109000,ARS,OK,
VIN-393,7,Lupa,Lupa,Calle Constatini Malbec Petit Verdot,$20.800,20800,ARS,OK,
VIN-394,7,Lupa,Lupa,LUPA Malbec,$56.000,56000,ARS,OK,
VIN-395,7,Manos negras,Manos negras,Manos Negras Chardonnay,$12.000,12000,ARS,OK,
VIN-396,7,Manos negras,Manos negras,Manos Negras Cabernet Sauvignon,$12.000,12000,ARS,OK,
VIN-397,7,Manos negras,Manos negras,Manos Negras Cold Soil Sauvignon Blanc,$14.600,14600,ARS,OK,
VIN-398,7,Manos negras,Manos negras,Manos Negras Blend de Blancas,$14.600,14600,ARS,OK,
VIN-399,7,Manos negras,Manos negras,Manos Negras Malbec,$12.000,12000,ARS,OK,
VIN-400,7,Manos negras,Manos negras,Manos Negras Pinot Noir,$13.800,13800,ARS,OK,
VIN-401,7,Manos negras,Manos negras,Manos Negras Stone Soil Malbec,$15.400,15400,ARS,OK,
VIN-402,7,Manos negras,Manos negras,Manos Negras Red Soil Pinot Noir,$18.200,18200,ARS,OK,
VIN-403,7,Manos negras,Manos negras,Manos Negras Artesano Malbec,$24.200,24200,ARS,OK,
VIN-404,7,Manos negras,Manos negras,Manos Negras Artesano Pinot Noir,$27.600,27600,ARS,OK,
VIN-405,7,Marcelo Pelleriti,Marcelo Pelleriti,Marcelo Pelleriti Signature Blend Tinto,$25.300,25300,ARS,OK,
VIN-406,7,Marcelo Pelleriti,Marcelo Pelleriti,Marcelo Pelleriti Signature Cabernet Sauvignon,$25.300,25300,ARS,OK,
VIN-407,7,Marcelo Pelleriti,Marcelo Pelleriti,Marcelo Pelleriti Signature Malbec,$25.300,25300,ARS,OK,
VIN-408,7,Marcelo Pelleriti,Marcelo Pelleriti,Marcelo Pelleritti Selection Blend of Terroirs,$81.700,81700,ARS,OK,
VIN-409,7,Marchiori & Barraud,Marchiori & Barraud,Marchiori & Barraud Malbec,$11.900,11900,ARS,OK,
VIN-410,7,Marchiori & Barraud,Marchiori & Barraud,Marchiori & Barraud Cuartel 2 Malbec,$25.900,25900,ARS,OK,
VIN-411,7,Marchiori & Barraud,Marchiori & Barraud,Marchiori & Barraud Cuartel 2 Cabernet Sauvignon,$25.900,25900,ARS,OK,
VIN-412,8,Mendel Wines,Mendel Wines,Mendel Rosadia Rosé,$37.900,37900,ARS,OK,Precio con salto de línea $37.90 + 0 unificado
VIN-413,8,Mendel Wines,Mendel Wines,Mendel Unus,$57.900,57900,ARS,OK,Precio con salto de línea $37.90 + 0 unificado
VIN-414,8,Mendel Wines,Mendel Wines,Mendel Finca Remota Malbec,$140.900,140900,ARS,OK,Precio con salto de línea $37.90 + 0 unificado
VIN-415,8,Mendel Wines,Mendel Wines,Mendel Finca de los Andes DOC Luján de Cuyo Malbec,$181.900,181900,ARS,OK,Precio con salto de línea $37.90 + 0 unificado
VIN-416,8,Michel Rolland,Michel Rolland,Michel Rolland Mariflor Malbec,$32.200,32200,ARS,OK,Precio con salto de línea unificado
VIN-417,8,Michel Rolland,Michel Rolland,Michel Rolland Mariflor Sauvignon Blanc,$36.800,36800,ARS,OK,Precio con salto de línea unificado
VIN-418,8,Michel Rolland,Michel Rolland,Michel Rolana Mariflor Cabernet Sauvignon,$60.400,60400,ARS,OK,Precio con salto de línea unificado; 'Rolana' typo en carta por Rolland
VIN-419,8,Michel Rolland,Michel Rolland,Michel Rolland Mariflor Cabernet Franc,$65.400,65400,ARS,OK,Precio con salto de línea unificado
VIN-420,8,Michel Rolland,Michel Rolland,Michel Rolland Val de Flores Malbec,$146.800,146800,ARS,OK,Precio con salto de línea unificado
VIN-421,8,Moet & Chandon,Moet & Chandon,Veuve Clicquot Brut Est Eco,$153.600,153600,ARS,OK,Precio con salto de línea unificado
VIN-422,8,Moet & Chandon,Moet & Chandon,Dom Perignon 2013,$665.000,665000,ARS,OK,Precio con salto de línea unificado
VIN-423,8,Montequieto,Montequieto,Montequieto Quieto Rosado de Cabernet Franc,$14.000,14000,ARS,OK,
VIN-424,8,Montequieto,Montequieto,Montequieto Alegre Gran Corte Malbec,$20.900,20900,ARS,OK,
VIN-425,8,Montequieto,Montequieto,Montequieto Alegre Gran Corte Cabernet Franc,$20.900,20900,ARS,OK,
VIN-426,8,Montequieto,Montequieto,Montequieto Alegre Gran Corte,$20.900,20900,ARS,OK,
VIN-427,8,Montequieto,Montequieto,Montequieto Enlace Blend,$40.900,40900,ARS,OK,
VIN-428,8,Monteviejo,Monteviejo,Petite fleur cabernet franc,$19.900,19900,ARS,OK,
VIN-429,8,Monteviejo,Monteviejo,Petite fleur blend,$19.900,19900,ARS,OK,
VIN-430,8,Monteviejo,Monteviejo,Monteviejo Lindaflor Chardonnay,$39.500,39500,ARS,OK,Precio con salto de línea unificado
VIN-431,8,Monteviejo,Monteviejo,Monteviejo Lindaflor Blend,$95.500,95500,ARS,OK,Precio con salto de línea unificado
VIN-432,8,Monteviejo,Monteviejo,Monteviejo Lindaflor Malbec,$95.500,95500,ARS,OK,Precio con salto de línea unificado
VIN-433,8,Morelli & Ojeda,Morelli & Ojeda,Morelli & Ojeda Caliche Bonarda,$13.700,13700,ARS,OK,
VIN-434,8,Morelli & Ojeda,Morelli & Ojeda,Morelli & Ojeda Caliche Blend,$13.700,13700,ARS,OK,
VIN-435,8,Morelli & Ojeda,Morelli & Ojeda,Morelli & Ojeda Refrán Cabernet Franc,$18.000,18000,ARS,OK,Precio con salto de línea unificado
VIN-436,8,Morelli & Ojeda,Morelli & Ojeda,Morelli & Ojeda Obstinado Pinot Noir,$25.000,25000,ARS,OK,Precio con salto de línea unificado
VIN-437,8,Morelli & Ojeda,Morelli & Ojeda,Morelli & Ojeda Obstinado Pedro Ximenez,$35.000,35000,ARS,OK,Precio con salto de línea unificado
VIN-438,8,Mosquita Muerta,Mosquita Muerta,Mosquita Muerta PISPI Blend,$10.800,10800,ARS,OK,Precio con salto de línea unificado
VIN-439,8,Mosquita Muerta,Mosquita Muerta,Mosquita Muerta Sapo de Otro Pozo Blend,$16.000,16000,ARS,OK,Precio con salto de línea unificado
VIN-440,8,Mosquita Muerta,Mosquita Muerta,Mosquita Muerta Blend de Tintas,$21.000,21000,ARS,OK,Precio con salto de línea unificado
VIN-441,8,Mosquita Muerta,Mosquita Muerta,Mosquita Muerta Black Malbec,$44.800,44800,ARS,OK,Precio con salto de línea unificado
VIN-442,8,Mosquita Muerta,Mosquita Muerta,Mosquita Muerta Black Cabernet Sauvignon,$44.800,44800,ARS,OK,Precio con salto de línea unificado
VIN-443,8,Navarro Correas,Navarro Correas,Navarro Correas Alegoria Gran Reserva Cabernet Sauvignon,$22.900,22900,ARS,OK,Precio con salto de línea unificado
VIN-444,8,Navarro Correas,Navarro Correas,Navarro Correas Structura,$59.400,59400,ARS,OK,Precio con salto de línea unificado
VIN-445,8,Navarro Correas,Navarro Correas,Navarro Correas Juan de Dios Blend,$84.900,84900,ARS,OK,Precio con salto de línea unificado
VIN-446,9,Niven Wines,Niven Wines,Niven Criolla Argentina Moscatel Rosado,$6.100,6100,ARS,OK,
VIN-447,9,Niven Wines,Niven Wines,Niven Criolla Argentina Grande,$9.300,9300,ARS,OK,
VIN-448,9,Niven Wines,Niven Wines,Niven Pala Corazón Cabernet Franc,$10.200,10200,ARS,OK,
VIN-449,9,Niven Wines,Niven Wines,Niven Pala Corazón Malbec,$10.200,10200,ARS,OK,
VIN-450,9,Niven Wines,Niven Wines,Niven Pala Corazón Bonarda,$10.200,10200,ARS,OK,
VIN-451,9,Niven Wines,Niven Wines,Niven Pala Corazón Blend de Tintas,$10.200,10200,ARS,OK,
VIN-452,9,Niven Wines,Niven Wines,Niven Pala Corazón Chardonnay,$10.200,10200,ARS,OK,
VIN-453,9,Niven Wines,Niven Wines,Niven Pala Corazón Sauvignon Blanc,$10.200,10200,ARS,OK,
VIN-454,9,Niven Wines,Niven Wines,Niven Aqui estamos todos locos Bequignol-Bounamico,$10.200,10200,ARS,OK,
VIN-455,9,Niven Wines,Niven Wines,Niven Aqui estamos todos locos Maticha Naranjo,$10.200,10200,ARS,OK,
VIN-456,9,Niven Wines,Niven Wines,Niven Extraviado San Pablo Gran Rva Malbec,$14.000,14000,ARS,OK,
VIN-457,9,Niven Wines,Niven Wines,Niven Rompecorazones Gran Rva Malbec,$33.300,33300,ARS,OK,
VIN-458,9,Norton,Norton,Norton Lote Blanco,$22.400,22400,ARS,OK,
VIN-459,9,Norton,Norton,Norton Lote Negro Red Blend,$23.000,23000,ARS,OK,
VIN-460,9,Norton,Norton,Norton Gernot Langes,$69.500,69500,ARS,OK,
VIN-461,9,ONOFRI,ONOFRI,Alma gemela amber wine,$33.900,33900,ARS,OK,
VIN-462,9,Otronia,Otronia,Otronia 45 Rugientes Corte de Blancas,$40.700,40700,ARS,OK,
VIN-463,9,Otronia,Otronia,Otronia 45 Rugientes Pinot Noir,$40.700,40700,ARS,OK,
VIN-464,9,Otronia,Otronia,Otronia 45 Rugientes Merlot,$40.700,40700,ARS,OK,
VIN-465,9,Otronia,Otronia,Otronia 45 Rugientes Rosé,$40.700,40700,ARS,OK,
VIN-466,9,Otronia,Otronia,Otronia Lagunar Orgánico Naranjo,$54.500,54500,ARS,OK,
VIN-467,9,Otronia,Otronia,Otronia Brut Nature Chardonnay,$56.700,56700,ARS,OK,
VIN-468,9,Otronia,Otronia,Otronia Brut Nature Rose,$56.700,56700,ARS,OK,
VIN-469,9,Otronia,Otronia,Otronia Lagunar Orgánico Torrontés,$62.600,62600,ARS,OK,
VIN-470,9,Otronia,Otronia,Otronia Chardonnay,$99.900,99900,ARS,OK,
